song_name,tabs
Symphony Of Destruction,"F,G,F,F5,E5,F5,E5,F,G,F,F5,E5,F5,E5,F5,E5,F,G,F,F5,E5,F5,E5,F5,E5,F,G,F,F5,E5,F5,E5,F5,E5,F,G,F,F5,E5,A5,Ab5,G5,A5,Ab5,G5,A5,Ab5,G5,A5,Ab5,G5,A5,Ab5,G5,A5,Ab5,G5,A5,Ab5,G5,D5,Bb,A,Ab,G,Gb,F,E,E5,D,E,C5,D5,E5,D,E,C5,D5,F5,E5,F5,E5,F,G,F,F5,E5,F5,E5,F5,E5,F,G,F,F5,E5,F5,E5,F5,E5,F,G,F,F5,E5,F5,E5,F5,E5,F,G,F,F5,E5,A5,Ab5,G5,A5,Ab5,G5,A5,Ab5,G5,A5,Ab5,G5,A5,Ab5,G5,A5,Ab5,G5,A5,Ab5,G5,D5,Bb,A,Ab,G,Gb,F,E,E5,D,E,C5,D5,E5,D,E,C5,D5,E5,D,E,C5,D5,E5,D,E,C5,D5,C5,D5,A5,Ab5,G5,A5,Ab5,G5,A5,F5,E5,F5,E5,F,G,F,F5,E5,F5,E5,F5,E5,F,G,F,F5,E5,F5,E5,F5,E5,F,G,F,F5,E5,F5,E5,F5,E5,F,G,F,F5,E5,A5,Ab5,G5,A5,Ab5,G5,A5,Ab5,G5,A5,Ab5,G5,A5,Ab5,G5,A5,Ab5,G5,A5,Ab5,G5,D5,Bb,A,Ab,G,Gb,F,E,E5,D,E,C5,D5,E5,D,E,C5,D5,E5,D,E,C5,D5,E5,D,E,C5,D5,C5,D5,F5,E5"
A Warrior's Call,"Dm,Dm,F,C,Dm,Dm,Dm,F,C,Dm,F,C,Dm,Am,F,C,Dm,C,Dm,Dm,Dm,Dm,F,C,Dm,F,C,Dm,Am,F,C,Dm,C,Bb,C,F,Dm,Bb,C,F,Dm,Bb,C,Bb,C,Dm,Dm,F,C,Dm,F,C,Dm,F,C,D"
Down with the Sickness,"Em7,D,Cadd9,B7,Em7,D,Cadd9,B7,Em7,D,Cadd9,B7,Em7,D,Cadd9,B7,Em7,D,Cadd9,B7,Em7,D,Cadd9,B7,Em,D,Em,D,Em,D,Cadd9,B7,Em,Em,D,Em,D,Em,D,Cadd9,B7,Em,Em7,D,Cadd9,B7,Em7,D,Cadd9,B7,Em7,D,Cadd9,B7,Em7,D,Cadd9,B7,Em,D,Em,D,Em,D,Cadd9,B7,Em,Em,D,Em,D,Em,D,Cadd9,B7,Em,Em7,D,Cadd9,B7,Em,D,Em,D,Em,D,Cadd9,B7,Em,Em,D,Em,D,Em,D,Cadd9,B7,Em"
Wait and Bleed,"B,D,Bm,F#m,G,C,Bm,F#m,C,G,Bm,F#m,C,G,Bm,F#m,C,G,Bm,F#m,C,G,Bm,Bm,Bm,Bm,Bm,Bm"
Stinkfist,"Em,D,Em,D,Em,D,Em,D,Em,D,Em,D,Em,D,Em,D,Em,D,Em,D,Em,Em,Em,Em,Em,Em,Em,D,Cadd9,G,Em,D,Cadd9,G,Em,D,Cadd9,G,Em,D,Cadd9,G,Em,D,Em,D,Em,D,Em,D,Em,D,Em,D,Em,D,Em,D,Em,D,Em,D,Em,D,Em,Em,Em,Em,Em,Em,Em,D,Cadd9,G,Em,D,Cadd9,G,Em,D,Cadd9,G,Em,D,Cadd9,G,Em,D,Cadd9,G,Em,D,Cadd9,G,Em,D,Cadd9,G,Em,D,Em,D,Em,D,Em,D,Em,D,Cadd9,G,Em,D,Cadd9,G,Em,D,Cadd9,G,Em,D,Cadd9,G,Em,D,Cadd9,G,Em,D"
Your Betrayal,"C,C,Ab,C,Eb,C,C,C,C,Bb,Ab,Bb,G,F,Eb,D,C,C,Eb,C,Bb,D,B,Ab,C,C,Eb,C,Bb,D,B,Ab,C,C,Eb,C,Bb,D,B,Ab,C,C,Eb,C,Bb,D,B,Ab,C,C,Bb,Ab,Ab,Bb,C,Bb,Ab,Ab,Bb,G,F,Eb,D,C,C,Eb,C,Bb,D,B,Ab,C,C,Eb,C,Bb,D,B,Ab,C,C,Eb,C,Bb,D,B,Ab,C,C,Eb,C,Bb,D,B,Ab,C,C,C,C,C,C"
Laid to Rest,"Cm,Bb,Fm,Cm,Bb,Fm,Ab,Eb,Ab,Eb,Eb,Gm,Eb,Gm,Fm7,Fm7,Bbsus4,Bb,Cm,Bb,Fm,Cm,Bb,Fm,Ab,Eb,Ab,Eb,Eb,Gm,Eb,Gm,Fm7,Fm7,Bbsus4,Bb,Cm,Gm,Cm,Bb,Abadd2,Bb/Ab,Cm"
Die MF Die,"Gm,F,Gm,F,Gm,F,Gm,F,Gm,F,Gm,F,Gm,F,Gm,F,Gm,C7,Gm,Bb,F,Gm,Bb,F,Gm,Gm,Bb,F,Gm,Bb,C7,Gm,F,Gm,F,Gm,F,Gm,F,Gm,F,Gm,F,Gm,F,Gm,F,Gm,C7,Gm,Bb,F,Gm,Bb,F,Gm,Gm,Bb,F,Gm,Bb,F,Gm,Gm,Bb,F,Gm,Bb,F,Gm,Gm,Bb,F,Gm,Bb,C7,C7,Gm"
Sugar,"Db,Bbm7,Ebm7,Db,Db,Bbm7,Ebm7,Db,Db,Bbm7,Ebm7,Db,Gb,Bbm7,Ebm7,Db,Gb,Bbm7,Ebm7,Db,Gb,Bbm7,Ebm7,Db,Gb,Bbm7,Ebm7,Db,Gb,Bbm7,Ebm7,Db,Gb,Bbm7,Ebm7,Db,Db,Bbm7,Ebm7,Db,Db,Bbm7,Ebm7,Db,Gb,Bbm7,Ebm7,Db,Gb,Bbm7,Ebm7,Db,Gb,Bbm7,Ebm7,Db,Gb,Bbm7,Ebm7,Db,Gb,Bbm7,Ebm7,Db,Gb,Bbm7,Ebm7,Db,Db,Bbm7,Ebm7,Db,Db,Bbm7,Ebm7,Db,Db,Bbm7,Ebm7,Db,Gb,Bbm7,Ebm7,Db,Gb,Bbm7,Ebm7,Db,Gb,Bbm7,Ebm7,Db,Gb,Bbm7,Ebm7,Db,Gb,Bbm7,Ebm7,Db,Gb,Bbm7,Ebm7,Db,Gb,Bbm7,Ebm7,Db,Gb,Bbm7,Ebm7,Db,Db,Bbm7,Ebm7,Db,Db,Bbm7,Ebm7,Gb,Db,Bbm7,Bm7,Ebm7,Em11,Db,D,Gb,G"
Shadow Moses,"Em,G,Em,G,Em,G,Em,C,D,G,Em,C,D"
South Of Heaven,"C,F,C,C,G,C,C,F,C,G,C,G,F,C,G,Dm,G,C,F,C,G,C,C,F,C,C,G,C,C,F,C,G,C,G,F,C,G,Dm,G,C,F,C,G,C,C,F,C,G,C"
My Own Summer (Shove It),"D5,C5,Bb,A,G,D5,C5,Bb,A,G,D5,C5,Bb,A,G,D5,C5,Bb,A,G,D5,D5,G,A,D5,G,A,D5,D5,C5,Bb,A,G,D5,C5,Bb,A,G,D5,A,G,D5,C5,Bb,A,G,D5,C5,Bb,A,G,D5,D5,G,A,D5,G,A,D5,D5,C5,Bb,A,G,D5,C5,Bb,A,G,D5,A,G,D5,G,A,D5,G,A,D5,D5,C5,Bb,A,G,D5,C5,Bb,A,G,D5,A,G,D5,G,A,D5,G,A,D5"
Painkiller,"C,E,Am,F,Dm,Fm,C,E,Am,F,Fm,C,E,Am,F,Fm,C,E,Am,F,Fm,C,E,Am,F,Fm,C,E,Am,F,Fm,C,E,Am,F,Fm,C,E,Am,F,Fm,C,E,Am,F,Fm,C,E,Am,F,Fm,C,E,Am,F,Fm,C,E,Am,F,Fm,C,E,Am,F,Fm"
Break Stuff,"D,D,A,G,D,D,A,Em,D,A,Em,G,D,E,Bm,A,G,D,A,G,D,A,G,D,A,Em,D,A,Em,D,A,Em,G,D,A,Em,G,D,A,G,D,A,G,D,A,Em,D,A,Em,D,A,Em,G,D,A,Em,D,A,Em,G,D,A,Em,G"
Blood and Thunder,"Dm,Am,Am,Dm,Am,Dm,Am,Dm,Am,Dm,Am,Dm,Am,Dm,Am,Dm,Am,Dm,Am,Dm,Am,Dm,Am,Dm,Am,Dm,Am,Dm,Am,Dm,Am,Dm,Am,Dm,Am,Dm,Am,Dm,Am,Dm,Am,Dm,Am,Dm,Am,Dm,Am,Dm,Am"
You Can't Bring Me Down,"D,Em,G,D,D,Em,G,D,D,Em,G,D,D,Em,G,D,D,Em,G,D,D,Em,Em,G,G,D,D,Em,G,D,D,Em,G,D,D,Em,G,D,D,Em,G,D,D,Em,Em,G,D,D,Em,Em,G,D,D,Em,G,D,D,Em,G,D,D,Em,G,D,D,Em,G,D,D,Em,G,D,D,Em,Em,G,G,D,D,D,Em,Em,G,D,D,D,Em,G,D,D,Em,Em,G"
Dig,"E,F#,C#m,E,F#,C#m,E,F#,C#m,E,F#,C#m,E,F#,C#m,E,F#,C#m,E,F#,C#m,E,F#,C#m,E,F#,C#m,E,B,F#,C#m,E,B,E,F#,E,B,F#,C#m,E,B,E,F#,E,F#,C#m,E,F#,C#m,E,F#,C#m,E,F#,C#m,E,F#,C#m,E,F#,C#m,E,F#,C#m,E,F#,C#m,E,B,F#,C#m,E,B,E,F#,E,B,F#,C#m,E,B,E,F#,E,B,E,F#"
Thunder Kiss '65,"Em,Em,Em,Em,Em,Em,Eb,B,Bb,Em,Em,Em,Em,Em,Em,Eb,B,Bb,B,Bb,Em,B,Bb,Em,B,Bb,Em,B,Bb,Em,Bb,Em,D,Em,A,G,Em,D,Em,A,G,Em,D,Em,A,G,Em,D,Em,A,G,Em,B,Bb,Em,B,Bb,Em,B,Bb,Em,B,Bb,Em,D,Em,A,G,Em,D,Em,A,G,Em,D,Em,A,G,Em,D,Em,A,G,A,C,Eb,D,G,A,G,G#,G,A,C,Eb,D,G,A,G,G#,G,F#,F,Em,G,A,Em,G,A,Em,G,A,Em,G,A,Em,Em,G,Em,G,A,Em,G,Em,G,A,Em,G,Em,G,A,Em,G,Em,G,F#,F,Em,G,Em,G,A,Em,G,Em,G,A,Em,G,Em,G,A,Em,G,Em,G,F#,F,Em,Em,Bb,Em,G,Em,G,Em,F#,Em,F,Em,B,Em,Bb,Em,A,Em,Em,F#,Em,G,Em,B,Bb,Em,B,Bb,Em,B,Bb,Em,B,Bb,Em,D,Em,A,G,Em,D,Em,A,G,Em,D,Em,A,G,Em,D,Em,A,G,F#,F,F#,F,F#,F,F#,F,F,F#,F,F#,F,F#,F,F#"
My Curse,"Bm,Em,C,Dsus4,Bm,Em,C,Dsus4,Bm,Em,C,Dsus4,Bm,Em,C,Dsus4,Bm,Em,C,Dsus4,Bm,Em,C,Dsus4,Bm,Em,C,Dsus4,Bm,Em,C,Bm,Em,C,Dsus4,Bm,Em,C,Dsus4,Bm,Em,C,Dsus4,Bm,Em,C,Dsus4,Bm,Em,C,G,D,C,Dsus4,C,Dsus4,G,D,C,Dsus4,C,Dsus4,C,Dsus4,C,Bm,Em,C,Dsus4,Bm,Em,C,Dsus4,Bm,Em,C,Dsus4,Bm,Em,C,Dsus4,Bm,Em,C,Dsus4,Bm,Em,C,Dsus4,Bm,Em,C,Dsus4,Bm,Em,C,Bm,Em,C,G,Em,C,Em,G,Em,C,Dsus4,C,Dsus4,C,Dsus4,C,Dsus4,C,Dsus4,Bm,Em,C,Dsus4,Bm,Em,C,Dsus4,Bm,Em,C,Dsus4,Bm,Em,C,Dsus4,Bm,Em,C,Dsus4,Bm,Em,C,Dsus4,Bm,Em,C,G,D,C,Dsus4,C,Dsus,G,D,C,Dsus4,C,Dsus4,G,D,C,Dsus4,C,Dsus4,C,Dsus4,C"
Only for the Weak,"Am,Dm7,F,G,Am,Dm7,C,G,Am,Dm7,F,G,Am,Dm7,C,G,F,Am,C,Am,Em,Am,C,Am,Em,Am,C,Em,F,G,Am,C,Em,F,G,F,Am,C,G,F,Am,C,Em,F,Am,C,G,F,Am,C,Em,Am,Dm,F,G,Am,Dm,C,G,Am,Dm,F,G,Am,Dm,C,G,F,Am,C,Am,Am,Em,Am,C,Am,Em,Am,C,Em,F,G,Am,C,Em,F,G,F,Am,C,G,F,Am,C,Em,F,Am,C,G,F,F,Am,C,C,Em,Am,Dm,F,G,Am,Dm,F,G,Am,Dm,F,G,Am,Dm,C,G,Am,Dm,F,G,Am,Dm,C,G,Am,Am,Dm,F,G,Am,Dm,C,G,F"
Madhouse,"Cm7,F,Bb,D,Cm7,F,Bb,D,Ab,G7,Cm7,D7,Gm,D7,Ebmaj7,Bb,Ebmaj7,Bb,Ebmaj7,Bb,Ebmaj7,Bb,Ebmaj7,Bb,Ebmaj7,Bb,Ebmaj7,Bbmaj7,Cm7,F7,Bbmaj7,D7,Cm7,F,Bbmaj7,D7,Ab,G,Cm,D,Gm,D,Ebmaj7,Bb,Ebmaj7,Bb,Ebmaj7,Bb,Ebmaj7,Bb,Ebmaj7,Bb,Ebmaj7,Bb,D,Ebmaj7,Bb,Ebmaj7,Bb,Dm,Ebmaj7,Ebmaj7,Bb,Ebmaj7,Bb,Ebmaj7,Bb,Ebmaj7,Bb"
"""Snap Your Fingers","G,D,G,D,G,Em7,G,D,G,C,Em7,G,D,A,D,Em7,G,C,Em7,G,D,G,Em7,G,D,Em7,G,C,G,D,Am7,D,G,C,G,Em7,D,G,D,C,Am7,C,Am7,G,G,C,Am7,C,Am7,A,D,G,C,G,D,G,D,C,Am7,C,Am7,G,D,C,Am7,C,Am7,A,D,D,G,C,Am7,G,D,G,Gm7,G"
Replica,"D9,C9,D,C9,D,C9,G,C9,G,C9,D9,C9,D9,C9,G,C9,Em7,G,C9,Em7,G,C9,G,C9,G,C9,D9,C9,D9,C9,G,C9,G,C9,D9,C9,D9,C9"
War Eternal,"C,Fmaj7,G,F,C,Fmaj7,G,F,C,Fmaj7,G,F,C,Fmaj7,G,F,C,Fmaj7,G,F,C,Fmaj7,G,F,G,G,G,G,G,C,Fmaj7,G,F,C,Fmaj7,G,F,C,Fmaj7,G,C,Fmaj7,G,F,C,Fmaj7,G,F,C,Fmaj7,G,F,C,Fmaj7,G,F"
Dying in Your Arms,"Am,E,F,G,E,Am,E,F,G,E,Am,E,F,G,E,Am,E,F,G,E,Am,E,F,F,G,E,Am,E,F,G,E,Am,E,F,F,G,E,Am,E,F,G,E,Am,E,F,F,G,E,Am,E,F,G,E,Am,E,F,F,G,E,Am,E,F,Am,E,G,Am,E,F,Am,E,G,Am,E,F,G,E,Am,E,F,F,G,E,Am,E,F,G,E,Am,E,F,G,E,Am,E,F,Am,E,F,G,E"
Biggest & The Best - Remastered version,"D,G,C,F,A,D,G,Em,C,D,D/F#,E,G,Em,C,D,G,Em,C,D,G,Em,C,D,C,E,C,D,G,G,Em,C,D,G,Em,C,D,C,E,C,D,G,G,Dm,Bb,C,F,Dm,Bb,C,Bb,Dm,Bb,C,G,Em,C,D,G,Em,C,D,C,E,C,D,C,E,D,C,D,C,E,C,D,C,D,C,E,C,D,C,D,C,E,D/F#,G"
I Wanna Rock,"A,G,D,E,G,A,A,G,D,E,C,A,A,G,D,E,G,A,A,G,D,E,C,A,D,G,A,G,D,A,A,D,G,A,G,D,A,G,D,G,A,G,D,A,G,D,E,G,A,A,G,D,E,C,A,A,G,D,E,G,A,A,G,D,E,C,A,D,G,A,G,D,A,A,D,G,A,G,D,A,G,D,G,A,G,D,A,G,D,E,G,A,A,G,D,E,C,A,A,G,D,E,G,A,A,G,D,E,C,A,A,A,E,G,A,A,A,C,G,A,A,A,E,G,A,A,A,C,G,A,G,D,E,G,A,G,D,E,C,A,G,D,E,G,A,G,D,E,C,A,G,D,E,G,A,A,G,D,E,G,A,A,G,D,E,G,A,A,G,D,E,C,A,A,A,E,G,A,A,A,C,G,A,A,A,E,G,A,A,A,C,G"
Stone the Crow,"Bm,A,D,Bm,Bm,A,F#m,Em,Bm,Bm,A,D,Bm,Bm,A,F#m,Em,Bm,B,D,E,B,B,E,D,B,B,D,E,B,B,E,D,B,Bm,A,D,Bm,Bm,A,F#m,Em,Bm,Bm,A,D,Bm,Bm,A,F#m,Em,Bm,B,D,E,B,B,E,D,B,B,D,E,B,B,E,D,B,Bm,A,D,Bm,Bm,A,F#m,Em,Bm,Bm,A,D,Bm,Bm,A,F#m,Em,Bm,B,D,E,B,B,E,D,B,B,D,E,B,B,E,D,B,B,D,E,B,B,E,D,B,B,D,E,B,B,E,D,B"
Stand My Ground,"Cm,Fm,Eb,Db,Cm,Fm,Eb,Bbm/Db,Cm,Cm,Cdim,Cm,Cm,C4,Cm,Cdim,Cm,Cm,Cdim,Cm,Cm,C4,Cm,Cdim,Cm,Cm,Cm,Fm,Cm,Fm,Cm,Ab,G7sus,Fm,Bbm,Ab,Fm,Bbm,Ab,Fm,Cm,Fm,Cm,Fm,Cm,Ab,G7sus,Fm,Bbm,Ab,Fm,Bbm,Ab,Fm,Fm,Db,C,Fm,Fm7/Eb,Db,C,Fm,Cm/Eb,Db,C,C7,Fm,Fm,Bbm,Ab,Fm,Bbm,Ab,Fm,Bbm,Ab,Fm,Bbm,Ab,Fm,Fm,Bbm,Ab,Fm"
Carrion,"Db,A#,Fm,Eb,Db,A#,Fm,Db,A#,Fm,Eb,Db,A#,Fm,Eb,Db,Fm,Eb,Db,Eb,Fm,Eb,Db,Eb,Fm,Eb,Db,Eb,Db,A#,Fm,Eb,Db,A#,Fm,Eb,Db,A#,Fm,Eb,Db,A#,Fm,Eb,Db,Eb,Db,Eb,Fm,Db,Eb,Fm,Db,Eb,Fm,Eb,Fm,Eb,Fm,Eb,Db,Eb,Db,A#,Fm,Eb,Db,A#,Fm,Eb,Db,A#,Fm,Eb,Db,A#,Fm,Eb,Db,Eb,Fm,Eb,Db,Eb,Fm,Eb,Db,Eb,Fm,Eb,Db,Eb,Fm"
Ritual,"Eb5,Dm,Bb,Eb5,Dm,Ab,Eb5,Dm,Eb5,Dm,Bb,Eb5,Dm,Eb5,Dm,Cm,Ab,Bb,Cm,Ab,Bb,Cm,Bb,Ab,Eb5,Dm,Eb5,Dm,Bb,Eb5,Dm,Eb5,Dm,Ab,Eb5,Dm,Eb5,Dm,Bb,Eb5,Dm,Eb5,Dm,Cm,Ab,Bb,Cm,Ab,Bb,Cm,Bb,Cm,Gsus4,G,Ab,Bb,Cm,Ab,Bb,Cm,Bb,F,Cm,Gb5,E5,Gb5,G5,A5,Bb5,A5,G5,F5,E5,Gb5,G5,A5,Bb5,A5,G5,F5,E5,Gb5,G5,A5,Bb5,A5,G5,F5,E5,Gb5,G5,A5,Bb5,A5,G5,F5,Eb5,A5,Eb5,A5,Eb5,A5,Eb5,A5,Eb5,A5,Eb5,A5,Eb5,A5,Eb5,A5,Dm,Eb5,Dm,Bb,Eb5,Dm,Cb5,Eb5,Dm,Eb5,Dm,Bb,Eb5,Dm,Eb5,Dm,Cm,Ab,Bb,Cm,Ab,Bb,Cm,Bb,Cm,Gsus4,G,Ab,Bb,Cm,Ab,Bb,Cm,Bb,F,Cm,Gb5,Ab,Bb,Cm,Ab,Bb,Cm,Bb,Cm,Gsus4,G,Ab,Bb,Cm,Ab,Bb,Cm,Bb,Cm,Gsus4,G,Ab,Bb,Cm,Ab,Bb,Cm,Bb,Cm,Gsus4,G,Ab,Bb,Cm,Ab,Bb,Cm,Bb,Cm,Gsus4,G,Ab"
My Girlfriend's Girlfriend,"C,G,Am,Em,F,G,C,F,G,F,G,F,G,C,C,G,Am,Em,F,G,C,F,G,F,G,F,G,C,C,G,Am,Em,F,G,C,F,G,F,G,F,G,C,Am,F,G,C,F,G,C,Am,F,G,C,F,G,C,F,G,F,G,F,G,C,C,G,Am,Em,F,G,C,F,G,F,G,F,G,C"
Heaven's a Lie,"Em,C,G,Am,D,D/F#,Bm,Em,C,Am,G,Am,Em,C,Am,G,D/F#,Em,C,Am,G,D,Em,C,Am,G,D/F#,Em,C,Am,G,D,Em,C,Am,G,D/F#,Em,D/F#,G,D/F#,Em,D/F#,G,D/F#,Em,C,Am,G,Am,Em,C,Am,G,D/F#,Em,C,Am,G,Am,Em,C,Am,G,D/F#,Em,C,D/F#,G,Am,Em,C,D/F#,G,Am,Em,C,Am,G,D,Em,C,Am,G,D/F#,Em,C,Am,G,D,Em,C,Am,G,D/F#,Em,D/F#,G,D/F#,Am,Em,D/F#,G,D/F#,Em,D/F#,Em,D/F#,G,D/F#,Em,C,Am,G,Am,Em,C,Am,G,D/F#,Em,C,Am,G,Am,Em,C,Am,G,D/F#,Em,C,Am,G,Am,Em,C,Am"
Halo,"A,Bm,F#m,D,A,Bm,F#m,D,A,Bm,F#m,D,A,Bm,F#m,D,A,Bm,F#m,D,A,Bm,F#m,D,A,A,Bm,F#m,D,A,A,Bm,F#m,D,A,Bm,F#m,D,A,Bm,F#m,D,A,Bm,F#m,D,A,Bm,F#m,D,A,A,Bm,F#m,D,A,A,Bm,F#m,D,Bm,F#m,D,A,Bm,F#m,D,A,A,Bm,F#m,D,A,Bm,F#m,D"
Push It,"Em,C,Am,Bm,E5,D5,A5,C5,Em,C,Am,Bm,Em,C,Am,Bm,Em,C,Am,Bm,Em,Am,Bm,Em,Am,Bm,A5,B5,C5,D5,E5,C5,A5,D5,E5,C5,A5,D5,Em,C,Am,Bm,Em,C,Am,Bm,Em,Am,Bm,Em,Am,Bm,A5,B5,C5,D5,E5,C5,A5,D5,E5,C5,A5,D5,E5,C5,A5,D5,E5,C5,A5,D5,E5,C5,A5,D5,E5,C5,A5,D5"
Nemo,"Dm,F,C,Dm,F,C,Dm,C,Bb,Dm,C,Gm,Bb,C,Dm,C,Bb,Gm,Dm,Gm,Bb,C,Dm,F,C,Dm,F,C,Dm,C,Bb,Dm,C,Gm,Bb,C,Fm,Eb,Db,Bbm,Fm,Bbm,Db,Eb,Dm,F,C,Dm,F,C,Dm,F,C,Dm,C,Dm,C,Dm,Dm,C,Dm,Dm,C,Dm,Dm,C,Dm,Dm,F,C,Dm,F,C,Fm,Eb,Fm,Db,Eb,Fm,Fm,Db,Eb,Fm,Ab,Eb,Fm,Ab,Eb,Fm,Ab,Eb,Fm,Ab,Eb,Fm,Ab,Eb,Fm,Ab,Eb,Fm,Eb,Db,Eb,Fm,Eb,Ab,Eb,Fm,Eb,Db,Eb,Fm,Eb,Ab,Eb,Fm"
Panic Attack,"Am,Em,Am,Em,F,C,Am,Em,Am,Em,F,G,Am,Em,Am,Em,F,C,Am,Em,Am,Em,F,B7,Cm,Ab,Cm,Fm,Cm,Ab,Cm,Ab,Bb,Am,Em,Am,Em,F,G,Am,Em,Am,Em,Am,Em,Am,Gm,Eb,Em,Am,Am,Am,Am,Am,C,Am,F,Am,C,Am,F,Am,G5,Am,G5,Am,G5,F,G,Am,G5,Am,G5,Am,G5,F,G,Am,G5,Am,G5,Am,G5,F,G,Am,G5,Am,G5,Am,G5,F,G,Am,G5,Am,G5,Am,G5,F,G,Am,G5,Am,G5,Am,G5,F,G,Cm,Bb5,Cm,Bb5,Cm,Bb5,Ab5,Bb5,Cm,Bb5,Cm,Bb5,Cm,Bb5,Ab5,Bb5,Am,G5,Am,G5,Am,G5,F,G,Am,G5,Am,G5,Am,G5,F,G,Gm,Eb,Em,Am,Am,Am,Am,Am,E,C,B,Am,E,C,B,Am,E,C,B,Am,E,C,B,F,E,Dm,Am,E,Am,Am,C,Am,F,Am,C,Am,F,Am,C,Am,F,Am,C,Am,B7,Am,E,C,B,Am,E,C,B,Am,E,C,B,Am,E,C,B,F,E,Dm,Am,E,Am,Am,C,Am,F,Am,C,Am,F"
Enter Sandman,"E5,Em,E5,E5,G5,F#5,G5,F#5,E5,G5,F#5,G5,F#5,E5,F5,F5,G5,F#5,G5,F#5,E5,F5,F5,G5,F#5,G5,F#5,F#5,F#5,B5,F#5,B5,F#5,B5,E5,F#5,B5,E5,G5,F#5,G5,F#5,E5,E5,G5,F#5,G5,F#5,E5,G5,F#5,G5,F#5,E5,F5,F5,G5,F#5,G5,F#5,E5,F5,F5,G5,F#5,G5,F#5,F#5,F#5,B5,F#5,B5,F#5,B5,E5,F#5,B5,E5,G5,F#5,G5,F#5,E5,E5,G5,F#5,G5,F#5,E5,G5,F#5,G5,F#5,F#5,B5,F#5,B5,F#5,B5,E5,F#5,B5,E5,E5,F#5,F#5,F#5,B5,F#5,B5,F#5,B5,E5,F#5,B5,E5,F#5,B5,F#5,B5,F#5,B5,E5,F#5,B5,E5,G5,F#5,G5,F#5,E5,E5,E5,G5,F#5,G5,F#5,E5,F5"
Forty Six & 2,"D,F,C,G,D,F,C,G,D,F,C,G,D,F,C,G,D,F,C,G,D,F,C,G,D,F,C,G,D,F,C,G,D,F,C,G,D,F,C,G,D,F,C,G,D,F,C,G,D,F,C,G,D,F,C,G,D,F,C,G"
Infinite,"Bbm,Ebm,Fm,Bbm,Ebm,Db,Gb,Ab,Fm,Bbm,Ebm,F,Bbm,Ebm,Fm,Bbm,Ebm,Ab,Db,Gb,Ab,Fm,Bbm,Ebm,Fm,Bbm,Ebm,Ab,Db,Bbm,C,F,Bbm,Bb,Ebm,Ab,Db,Bbm,C,F,Bbm,Ebm,Fm,Bbm,Ebm,Ab,Db,Gb,Ab,Fm,Bbm,Ebm,Fm,Bbm,Ebm,Ab,Db,Bbm,C,F,Bbm,Bb,Ebm,Ab,Db,Bbm,C,F,Bbm,Ebm,Ab,Fm,Bbm,Bb,Gb,Ab,F,Ebm,Ab,Db,Bbm,C,F,Bbm,Bb,Ebm,Ab,Db,Bbm,C,F,Bbm,Ebm,Ab,Db,Bbm,Bbm,C,F,Bbm,Bb,Ebm,Ab,Db,Bbm,C,F,Bbm"
Rehab,"C,C,G,F,C,F,C,E,Am,F,Ab,E,Am,F,Ab,G,F,C,C,G,F,C,F,C,E,Am,F,Ab,E,Am,F,Ab,G,F,C,C,E,Am,F,Ab,E,Am,F,Ab,G,F,C,C,G,F,C,F,C"
Sad But True,"D,E,A5,Bb5,A5,Bb5,F5,E5,E5,E5,E,D5,E,Bb5,E,D5,E,Bb5,E,D5,E,Bb5,E,D5,E,Bb5,E,F5,D5,F5,E5,F5,D5,A5,Bb5,G5,A5,G5,C5,F5,F5,D5,F5,E5,F5,D5,A5,Bb5,G5,A5,G5,C5,F5,E5,E5,E5,E,D5,E,Bb5,E,D5,E,Bb5,E,D5,E,Bb5,E,D5,E,Bb5,E,F5,D5,F5,E5,F5,D5,A5,Bb5,G5,A5,G5,C5,F5,F5,D5,F5,E5,F5,D5,A5,Bb5,G5,A5,G5,C5,F5,E5,E5,A5,Bb5,A5,Bb5,A5,Bb5,A5,Bb5,E5,E5,A5,Bb5,G5,Bb5,A5,Bb5,G5,Bb5,A5,Bb5,G5,Bb5,A5,Bb5,G5,Bb5,A5,F5,D5,F5,E5,F5,D5,A5,Bb5,G5,A5,G5,C5,F5,E5,E,D5,E,Bb5,E,D5,E,Bb5,E,D5,E,Bb5,E,D5,E,Bb5,E,F5,D5,F5,E5,F5,D5,A5,Bb5,G5,A5,G5,C5,F5,F5,D5,F5,E5,F5,D5,A5,Bb5,G5,A5,G5,C5,F5,E5,E5,E5"
Sober,"Em,G,D,F,Em,G,D,F,Em,G,D,F,Em,G,D,F,Em,G,D,F,Em,G,D,F,Em,G,D,F,Em,G,D,F,Em,G,D,F,Em,G,D,F,Em,G,D,F,Em,G,D,F,Em,G,D,F"
Break Stuff,"D,D,A,G,D,D,A,Em,D,A,Em,G,D,E,Bm,A,G,D,A,G,D,A,G,D,A,Em,D,A,Em,D,A,Em,G,D,A,Em,G,D,A,G,D,A,G,D,A,Em,D,A,Em,D,A,Em,G,D,A,Em,D,A,Em,G,D,A,Em,G"
